"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.707429792E0,-6.642250601E-2,-1.907479275E0,1.935506032E1,1.944893954E1
2.717482792E0,-3.175286606E-1,-1.698442485E0,1.789800902E1,1.798121960E1
2.727534792E0,-1.155266191E0,-1.390995301E0,1.676508760E1,1.686231509E1
2.737587792E0,-2.029712248E0,-3.159341249E-1,1.471064032E1,1.485336611E1
2.747640792E0,-2.314437591E0,9.893541509E-1,1.227286361E1,1.252831290E1
2.757693792E0,-1.897352774E0,1.906011185E0,1.019272482E1,1.054155897E1
2.767746792E0,-1.320741005E0,2.365378972E0,7.788253852E0,8.245985238E0
2.777799792E0,-1.288847660E0,2.833757756E0,5.535328093E0,6.350682515E0
2.787852792E0,-1.501475225E0,3.243183305E0,3.045486020E0,4.695492615E0
2.797905792E0,-1.048784301E0,2.985496511E0,1.230429590E-1,3.166745568E0
2.807958792E0,-9.061143583E-1,2.535857614E0,-2.012648465E0,3.361899896E0
2.818011792E0,-1.821851772E0,2.801386693E0,-4.557498220E0,5.651345088E0
2.828064792E0,-2.826534398E0,2.653878984E0,-6.591632863E0,7.647352102E0
2.838117792E0,-3.457567081E0,2.532815015E0,-8.117497702E0,9.179525639E0
2.848170792E0,-3.064763413E0,2.165884691E0,-8.856022089E0,9.618365688E0
2.858223792E0,-1.509986578E0,1.313238735E0,-8.591736712E0,8.821711578E0
2.868276792E0,2.580211449E-1,4.072369355E-1,-8.073478693E0,8.087859731E0
2.878329792E0,1.575310356E0,1.058989227E-2,-7.888569269E0,8.044329678E0
2.888382792E0,2.245153494E0,1.578514338E-2,-8.148974433E0,8.452617801E0
2.898435792E0,2.423150778E0,2.213828936E-1,-8.289127514E0,8.638883321E0
2.908488792E0,2.339952939E0,2.515306990E-1,-8.082130233E0,8.417807111E0
2.918541792E0,2.073489475E0,2.594763342E-1,-7.788483063E0,8.063941654E0
2.928594792E0,1.668002903E0,3.433619517E-1,-7.806993594E0,7.990574453E0
2.938647792E0,1.436060669E0,2.574752708E-1,-8.120887333E0,8.250901456E0
2.948700792E0,1.267551808E0,2.605155306E-1,-8.104901045E0,8.207556084E0
2.958753792E0,1.497423397E0,3.856243108E-1,-8.256429884E0,8.399977225E0
2.968806792E0,2.327109384E0,4.908893953E-1,-8.570504887E0,8.894378253E0
2.978858792E0,3.607748722E0,2.860840890E-1,-8.766897073E0,9.484523143E0
2.988911792E0,4.808632916E0,3.970814914E-2,-9.004193457E0,1.020784145E1
2.998964792E0,5.620909111E0,-8.979218245E-2,-9.177268701E0,1.076219971E1
3.009017792E0,5.849766793E0,-2.595288129E-1,-9.443692989E0,1.111172642E1
3.019070792E0,5.304727356E0,-5.011155908E-1,-9.675513455E0,1.104566928E1
3.029123792E0,4.388856626E0,-6.966328874E-1,-1.015745793E1,1.108698838E1
3.039176792E0,3.678337187E0,-5.188605747E-1,-1.054864367E1,1.118361587E1
3.049229792E0,3.057764880E0,-4.875873265E-1,-1.036027679E1,1.081309403E1
3.059282792E0,2.496031643E0,-4.048454243E-1,-9.675971292E0,1.000092467E1
3.069335792E0,2.332068992E0,-5.900609502E-1,-8.914878992E0,9.233730836E0
3.079388792E0,2.603987617E0,-1.302828645E0,-7.259822263E0,7.821964796E0
3.089441792E0,2.425203443E0,-1.806517449E0,-4.696683002E0,5.586049432E0
3.099494792E0,1.802485501E0,-1.268099400E0,-1.239013302E0,2.528276890E0
3.109547792E0,8.928874449E-1,-1.105117911E-1,2.868055769E0,3.005861730E0
3.119600792E0,-8.001807178E-1,1.100536618E0,6.375375931E0,6.518963744E0
3.129653792E0,-3.043785357E0,1.286895859E0,9.506043019E0,1.006407393E1
3.139706792E0,-5.101070005E0,1.441828655E0,1.205491917E1,1.316893546E1
3.149759792E0,-6.507291455E0,2.018932175E0,1.550814674E1,1.693881768E1
3.159812792E0,-6.206398416E0,1.631497128E0,1.946745901E1,2.049788097E1
